Player id,Player,Position,Number,D.O.B,Age,Height (cm),Caps,International goals,Plays in home country?
318601,Pedro RODRIGUEZ,Forward,11,1987-07-28,26,169,39,14,True
319311,Marco FABIAN,Midfielder,8,1989-07-21,24,171,14,5,True
321722,Thomas MUELLER,Forward,13,1989-09-13,24,186,48,17,True
214135,Pierre WEBO,Forward,15,1982-01-20,32,180,54,19,False
352394,Marco REUS,Forward,21,1989-05-31,25,180,20,7,True
207851,Clint DEMPSEY,Forward,8,1983-03-09,31,185,103,36,True
353118,Wilfried BONY,Forward,12,1988-12-10,25,182,23,8,False
230517,Theofanis GEKAS,Forward,17,1980-05-23,34,179,71,24,False
183864,Fernando TORRES,Forward,9,1984-03-20,30,186,107,36,False
216970,Salomon KALOU,Forward,8,1985-08-05,28,175,66,22,False
228627,Alexis SANCHEZ,Forward,7,1988-12-19,25,169,66,22,False
291393,KOO Jacheol,Forward,13,1989-02-27,25,182,36,12,False
298681,Jeremain LENS,Forward,17,1987-11-24,26,178,21,7,False
229506,Cristhian STUANI,Forward,11,1986-10-12,27,186,9,3,False
373400,Enner VALENCIA,Forward,13,1989-11-04,24,179,9,3,False
186455,Shola AMEOBI,Forward,23,1981-10-12,32,188,6,2,False
218306,WILLIAN,Midfielder,19,1988-08-09,25,176,6,2,False
358891,Oleg SHATOV,Midfielder,17,1990-07-29,23,176,6,2,True
306900,Okechukwu UCHEBO,Forward,20,1990-02-03,24,194,3,1,False
336435,Antoine GRIEZMANN,Forward,11,1991-03-21,23,175,3,1,False
189259,Diego FORLAN,Forward,10,1979-05-19,35,181,109,36,False
267834,Edinson CAVANI,Forward,21,1987-02-14,27,188,61,20,False
268596,Shinji KAGAWA,Forward,10,1989-03-17,25,172,56,18,False
214410,HUGO ALMEIDA,Forward,9,1984-05-23,30,193,54,17,False
305036,Mesut OEZIL,Midfielder,8,1988-10-15,25,180,54,17,False
186808,Aleksandr KERZHAKOV,Forward,11,1982-11-27,31,175,80,25,True
217172,JO,Forward,21,1987-03-20,27,191,16,5,True
358112,Romelu LUKAKU,Forward,9,1993-05-13,21,190,29,9,False
216071,Zvjezdan MISIMOVIC,Midfielder,10,1982-06-05,32,180,81,25,False
196812,Ashkan DEJAGAH,Forward,21,1986-07-05,27,182,13,4,False
228715,Felipe CAICEDO,Forward,11,1988-09-05,25,183,49,15,False
270144,Marcos URENA,Forward,21,1990-03-05,24,179,23,7,False
349572,Jaimen AYOVI,Forward,17,1988-02-21,26,186,30,9,False
312868,OSCAR,Midfielder,11,1991-09-09,22,181,30,9,False
349512,Carlos BACCA,Forward,17,1986-09-08,27,181,10,3,False
366573,Saphir TAIDER,Midfielder,19,1992-02-29,22,179,10,3,False
184616,Arjen ROBBEN,Forward,11,1984-01-23,30,180,74,22,False
313832,Jackson MARTINEZ,Forward,21,1986-10-03,27,186,27,8,False
330689,JI Dongwon,Midfielder,19,1991-05-28,23,186,27,8,False
238072,Jozy ALTIDORE,Forward,17,1989-11-06,24,185,68,20,False
313874,Esteban PAREDES,Forward,22,1980-08-01,33,179,34,10,True
297383,Roman SHIROKOV,Midfielder,15,1981-07-06,32,183,41,12,True
297103,Karim BENZEMA,Forward,10,1987-12-19,26,185,65,19,False
297839,Konan YA,Midfielder,13,1984-05-22,30,174,24,7,False
268149,LEE Keunho,Forward,11,1985-04-11,29,177,63,18,True
274090,Victor MOSES,Forward,11,1990-12-12,23,177,21,6,False
184291,Maxi RODRIGUEZ,Midfielder,11,1981-01-02,33,180,53,15,True
185385,Frank LAMPARD,Midfielder,8,1978-06-20,36,181,103,29,True
307529,Joel CAMPBELL,Forward,9,1992-06-26,21,178,32,9,False
177927,Antonio CASSANO,Forward,10,1982-07-12,31,175,36,10,True
319358,Sofiane FEGHOULI,Forward,10,1989-12-26,24,177,18,5,False
267811,Juan MATA,Forward,13,1988-04-28,26,171,33,9,False
321653,Xherdan SHAQIRI,Midfielder,23,1991-10-10,22,169,33,9,False
185641,Javad NEKOUNAM,Midfielder,6,1980-09-07,33,188,137,37,False
215002,Wesley SNEIJDER,Midfielder,10,1984-06-09,30,171,98,26,False
375518,Mario MANDZUKIC,Forward,17,1986-05-21,28,188,49,13,False
318172,HULK,Forward,7,1986-07-25,27,179,34,9,False
183000,Sulley MUNTARI,Midfielder,11,1984-08-27,29,179,80,21,False
318768,Konstantinos MITROGLOU,Forward,9,1988-03-12,26,188,31,8,False
200176,David SILVA,Midfielder,21,1986-01-08,28,170,79,20,False
290186,GERVINHO,Forward,10,1987-05-27,27,179,52,13,False
302539,Alan DZAGOEV,Midfielder,10,1990-06-17,24,178,32,8,True
309316,Mario GOETZE,Forward,19,1992-06-03,22,176,28,7,True
307849,SON Heungmin,Midfielder,9,1992-07-08,21,183,24,6,False
367393,Majeed WARIS,Forward,18,1991-09-19,22,172,12,3,False
375459,Fidel MARTINEZ,Midfielder,20,1990-02-15,24,176,8,2,False
367347,Aron JOHANNSSON,Forward,9,1990-11-10,23,182,8,2,False
356403,Izet HAJROVIC,Midfielder,20,1991-08-04,22,177,8,2,False
275112,Manabu SAITO,Forward,20,1990-04-04,24,169,4,1,True
319438,Georginio WIJNALDUM,Midfielder,20,1990-11-11,23,175,4,1,True
359235,Lorenzo INSIGNE,Forward,22,1991-06-04,23,163,4,1,True
379972,Acquah AFRIYIE,Midfielder,6,1992-05-01,22,162,4,1,False
369058,Ante REBIC,Forward,16,1993-09-21,20,185,4,1,False
217313,Dirk KUYT,Forward,15,1980-07-22,33,184,98,24,False
358015,Olivier GIROUD,Forward,9,1986-09-30,27,192,29,7,False
358048,Alexander KOKORIN,Forward,9,1991-03-19,23,182,21,5,True
196752,Bastian SCHWEINSTEIGER,Midfielder,7,1984-08-01,29,183,101,23,True
358120,Kevin DE BRUYNE,Midfielder,7,1991-06-28,22,181,22,5,False
330659,Karim ANSARI FARD,Forward,10,1990-04-03,24,185,40,9,True
300235,Victor FAYZULIN,Midfielder,20,1986-04-22,28,176,18,4,True
213953,Jerry PALACIOS,Midfielder,9,1982-05-13,32,181,23,5,False
356198,Alex OXLADE CHAMBERLAIN,Midfielder,15,1993-08-15,20,180,14,3,True
236530,Celso BORGES,Midfielder,5,1988-05-27,26,184,61,13,False
214876,Bryan RUIZ,Forward,10,1985-08-18,28,187,62,13,False
299878,Loic REMY,Forward,20,1987-01-02,27,185,24,5,False
234551,Giovani DOS SANTOS,Forward,10,1989-05-11,25,179,73,15,False
237058,Randall BRENES,Forward,14,1983-08-13,30,170,39,8,True
290452,Jefferson MONTERO,Midfielder,7,1989-09-01,24,170,39,8,False
290903,Kevin MIRALLAS,Forward,11,1987-10-05,26,179,44,9,False
266800,Angel DI MARIA,Midfielder,7,1988-02-14,26,178,45,9,False
362727,PAULINHO,Midfielder,8,1988-07-25,25,181,25,5,False
306954,Jordi ALBA,Defender,18,1989-03-21,25,170,25,5,True
367388,Paul POGBA,Midfielder,19,1993-03-15,21,192,10,2,False
359217,Marco VERRATTI,Midfielder,23,1992-11-05,21,168,5,1,False
379886,Alireza JAHAN BAKHSH,Forward,9,1993-08-11,20,181,5,1,False
187258,Ivica OLIC,Forward,18,1979-09-14,34,183,91,18,False
248373,Franck RIBERY,Forward,7,1983-04-07,31,175,81,16,False
198106,Yaya TOURE,Midfielder,19,1983-05-13,31,189,82,16,False
254167,NANI,Forward,17,1986-11-17,27,175,73,14,False
214961,Steven GERRARD,Midfielder,4,1980-05-30,34,185,110,21,True
269058,James RODRIGUEZ,Midfielder,10,1991-07-12,22,180,21,4,False
210704,Darijo SRNA,Defender,11,1982-05-01,32,182,111,21,False
216435,Alexander SAMEDOV,Forward,19,1984-07-19,29,178,16,3,True
254166,VARELA,Forward,18,1985-02-02,29,180,22,4,True
355997,Christian ATSU,Midfielder,7,1992-01-10,22,165,22,4,False
178299,Mark BRESCIANO,Midfielder,23,1980-02-11,34,182,73,13,False
297705,Santi CAZORLA,Midfielder,20,1984-12-13,29,169,63,11,False
356731,Raul JIMENEZ,Forward,9,1991-05-05,23,186,23,4,True
215513,Dimitrios SALPINGIDIS,Forward,14,1981-08-18,32,171,75,13,True
214228,Peter ODEMWINGIE,Forward,8,1981-07-15,32,181,60,10,False
299198,Miralem PJANIC,Midfielder,8,1990-04-02,24,180,48,8,False
358024,Ioannis FETFATZIDIS,Forward,18,1990-12-21,23,164,18,3,False
367913,DANTE,Defender,13,1983-10-18,30,189,12,2,False
196897,Kevin Prince BOATENG,Forward,9,1987-03-06,27,182,12,2,False
371044,Miguel LAYUN,Defender,7,1988-06-25,25,178,12,2,True
353235,Jordan AYEW,Forward,13,1991-09-11,22,160,12,2,False
208016,FERNANDINHO,Midfielder,5,1985-05-04,29,179,6,1,False
316997,Enzo PEREZ,Midfielder,8,1986-02-22,28,177,6,1,False
356407,Michael LANG,Defender,6,1991-02-08,23,185,6,1,True
178842,Edison MENDEZ,Midfielder,8,1979-03-16,35,175,110,18,False
290902,Marouane FELLAINI,Midfielder,8,1987-11-22,26,194,50,8,False
201787,Mauricio PINILLA,Forward,9,1984-02-04,30,185,25,4,False
209119,Daniele DE ROSSI,Midfielder,16,1983-07-24,30,182,94,15,True
175524,Michael ESSIEN,Midfielder,5,1982-12-03,31,180,57,9,False
312672,Mix DISKERUD,Midfielder,10,1990-10-02,23,182,19,3,False
316117,Nikica JELAVIC,Forward,9,1985-08-27,28,187,32,5,False
311558,Granit XHAKA,Midfielder,10,1992-09-27,21,183,26,4,False
217117,Carlos VALDES,Defender,23,1985-05-22,29,189,13,2,False
297106,Mathieu VALBUENA,Midfielder,8,1984-09-28,29,167,33,5,True
267543,Arturo VIDAL,Midfielder,8,1987-05-22,27,178,53,8,False
358108,Nacer CHADLI,Midfielder,22,1989-08-02,24,187,20,3,False
274946,Emmanuel AGYEMANG BADU,Midfielder,8,1990-12-02,23,173,47,7,False
175498,DaMarcus BEASLEY,Defender,7,1982-05-24,32,170,115,17,False
200179,Cesc FABREGAS,Midfielder,10,1987-05-04,27,175,88,13,True
296633,Ivan RAKITIC,Midfielder,7,1988-03-10,26,184,61,9,False
212410,KWAK Taehwi,Defender,4,1981-07-08,32,185,34,5,False
215623,Alberto AQUILANI,Midfielder,14,1984-07-07,29,184,34,5,True
233531,Michael BRADLEY,Midfielder,4,1987-07-31,26,185,84,12,False
233167,Haris MEDUNJANIN,Midfielder,18,1985-03-08,29,188,35,5,False
207906,JUANFRAN,Defender,5,1985-01-09,29,180,7,1,True
298892,Augusto FERNANDEZ,Midfielder,13,1986-04-10,28,177,7,1,False
354875,Abdelmoumene DJABOU,Forward,18,1987-01-31,27,168,7,1,False
372989,Ermin BICAKCIC,Defender,3,1990-01-24,24,185,7,1,False
321697,Mathew LECKIE,Forward,7,1991-02-04,23,181,7,1,False
367396,Fabrice OLINGA,Forward,19,1996-05-12,18,177,7,1,False
251352,Andres GUARDADO,Defender,18,1986-09-28,27,167,101,14,False
229392,Ezequiel LAVEZZI,Forward,22,1985-05-03,29,173,29,4,False
207528,Xabi ALONSO,Midfielder,14,1981-11-25,32,183,109,15,True
210214,RAUL MEIRELES,Midfielder,16,1983-03-17,31,179,73,10,False
360728,Graham ZUSI,Midfielder,19,1986-08-18,27,177,22,3,True
209979,Tranquillo BARNETTA,Midfielder,7,1985-05-22,29,178,74,10,False
344714,Ahmed MUSA,Forward,7,1992-10-14,21,176,37,5,False
273996,Eden HAZARD,Midfielder,10,1991-01-07,23,172,45,6,False
218284,MARCELO,Defender,6,1988-05-12,26,174,30,4,False
358736,Bruno MARTINS INDI,Defender,4,1992-02-08,22,186,15,2,True
305764,Gary CAHILL,Defender,5,1985-12-19,28,191,23,3,True
210213,BRUNO ALVES,Defender,2,1981-11-27,32,187,71,9,False
375523,Daniel VAN BUYTEN,Defender,15,1978-02-07,36,196,79,10,False
178119,Rafael MARQUEZ,Defender,4,1979-02-13,35,184,119,15,True
183857,Andres INIESTA,Midfielder,6,1984-05-11,30,170,96,12,True
297331,Valentin STOCKER,Midfielder,14,1989-04-12,25,179,24,3,True
349592,Eugenio MENA,Defender,2,1988-07-18,25,174,24,3,False
296118,Benjamin MOUKANDJO,Forward,8,1988-11-12,25,178,16,2,False
349517,Victor IBARBO,Forward,14,1990-05-19,24,188,8,1,False
177876,Andrea PIRLO,Midfielder,21,1979-05-19,35,177,108,13,True
353119,Max GRADEL,Midfielder,15,1987-11-30,26,177,25,3,False
275162,Toni KROOS,Midfielder,18,1990-01-04,24,182,43,5,True
358049,Denis GLUSHAKOV,Midfielder,8,1987-01-27,27,182,26,3,True
305378,Nicolas LODEIRO,Midfielder,14,1989-03-21,25,173,26,3,False
202544,Antonio VALENCIA,Midfielder,16,1985-08-04,28,180,70,8,False
184545,Segundo CASTILLO,Midfielder,14,1982-05-15,32,180,81,9,False
216567,Cristian RODRIGUEZ,Midfielder,7,1985-09-30,28,178,72,8,False
268414,LEE Chungyong,Midfielder,17,1988-07-02,25,180,54,6,False
289195,Paul AGUILAR,Defender,22,1986-03-06,28,178,27,3,True
321745,KIM Shinwook,Forward,18,1988-04-14,26,196,27,3,True
309714,Juan CUADRADO,Midfielder,11,1988-05-26,26,178,27,3,False
291389,KIM Bokyung,Midfielder,7,1989-10-06,24,178,27,3,False
274135,Mamadou SAKHO,Defender,5,1990-02-13,24,186,18,2,False
295153,Ahmad ALNAMEH,Defender,17,1982-10-20,31,189,9,1,True
268594,Masato MORISHIGE,Defender,6,1987-05-21,27,183,9,1,True
369990,Rony MARTINEZ,Forward,16,1987-10-16,26,171,9,1,True
336837,Diego CALVO,Midfielder,20,1991-03-25,23,178,9,1,False
297112,Georgios SAMARAS,Forward,7,1985-02-21,29,192,73,8,False
241559,Luka MODRIC,Midfielder,10,1985-09-09,28,173,74,8,False
228336,Vasileios TOROSIDIS,Defender,15,1985-06-10,29,185,65,7,False
229502,Alvaro PEREIRA,Midfielder,6,1985-11-28,28,182,56,6,False
359381,Ivan PERISIC,Midfielder,4,1989-02-02,25,187,28,3,False
349574,Michael ARROYO,Midfielder,15,1987-04-23,27,178,19,2,False
198243,Abel AGUILAR,Midfielder,8,1985-01-06,29,187,48,5,False
290821,Axel WITSEL,Midfielder,6,1989-01-12,25,183,48,5,False
237949,Andranik TIMOTIAN,Midfielder,14,1983-03-06,31,178,77,8,True
298582,John BOYE,Defender,21,1987-04-23,27,160,29,3,False
213170,Masoud SHOJAEI,Forward,7,1984-06-09,30,185,49,5,False
358011,Mathieu DEBUCHY,Defender,2,1985-07-28,28,178,20,2,False
318150,Charles ARANGUIZ,Midfielder,20,1989-04-17,25,171,20,2,False
290605,James TROISI,Midfielder,14,1988-07-03,25,177,10,1,True
356669,BERNARD,Forward,20,1992-09-08,21,166,10,1,False
181406,MAICON,Defender,23,1981-07-26,32,186,71,7,False
227839,Marvin CHAVEZ,Midfielder,10,1983-11-03,30,156,41,4,False
304934,Roger ESPINOZA,Midfielder,15,1986-10-25,27,180,41,4,False
239433,Diego LUGANO,Defender,2,1980-11-02,33,188,93,9,False
300407,Sejad SALIHOVIC,Midfielder,23,1984-10-08,29,182,42,4,False
298959,RAMIRES,Midfielder,16,1987-03-24,27,181,42,4,False
230739,Rodrigo PALACIO,Forward,18,1982-02-05,32,175,21,2,False
209989,Philippe SENDEROS,Defender,4,1985-02-14,29,190,53,5,False
197514,Mile JEDINAK,Midfielder,15,1984-08-03,29,188,43,4,False
177855,Xavi HERNANDEZ,Midfielder,8,1980-01-25,34,170,131,12,True
300402,Senijad IBRICIC,Midfielder,17,1985-09-26,28,185,44,4,False
290800,Dario VIDOSIC,Midfielder,20,1987-04-08,27,185,22,2,False
365464,Juan MONTES,Defender,4,1985-12-26,28,196,11,1,True
311554,Haris SEFEROVIC,Forward,9,1992-02-22,22,187,11,1,False
358692,Julian DRAXLER,Midfielder,14,1993-09-20,20,185,11,1,True
184447,Walter AYOVI,Midfielder,10,1979-08-11,34,173,89,8,False
180936,Yoshito OKUBO,Forward,13,1982-06-09,32,170,56,5,True
290825,Moussa DEMBELE,Midfielder,19,1987-07-16,26,185,56,5,False
196900,Sami KHEDIRA,Midfielder,6,1987-04-04,27,189,45,4,False
268406,KI Sungyueng,Midfielder,16,1989-01-24,25,186,58,5,False
294620,Andre AYEW,Midfielder,10,1989-12-17,24,175,47,4,False
177768,Yasuhito ENDO,Midfielder,7,1980-01-28,34,178,143,12,True
218253,Carlos SALCIDO,Defender,3,1980-04-02,34,176,120,10,True
209502,Jean BEAUSEJOUR,Midfielder,15,1984-06-01,30,178,60,5,False
267527,Gary MEDEL,Defender,17,1987-08-03,26,171,60,5,False
296297,Mario MARTINEZ,Midfielder,23,1989-07-30,24,173,36,3,True
183882,Hassan YEBDA,Midfielder,7,1984-05-14,30,188,24,2,False
239424,HERNANES,Midfielder,18,1985-05-29,29,180,24,2,False
358114,Dries MERTENS,Midfielder,14,1987-05-06,27,164,24,2,False
318034,Federico FERNANDEZ,Defender,17,1989-02-21,25,190,24,2,False
312432,Dejan LOVREN,Defender,6,1989-07-05,24,188,24,2,False
323698,Vincent ABOUBAKAR,Forward,10,1992-01-22,22,176,24,2,False
261029,Gokhan INLER,Midfielder,8,1984-06-27,29,181,73,6,False
214887,Konstantinos KATSOURANIS,Midfielder,21,1979-06-21,35,183,110,9,True
190962,DANI ALVES,Defender,2,1983-05-06,31,175,74,6,False
271182,Michael BARRANTES,Midfielder,11,1983-10-04,30,177,50,4,False
299960,Phil JAGIELKA,Defender,6,1982-08-17,31,183,25,2,True
200847,Adrian RAMOS,Forward,19,1986-01-22,28,184,25,2,False
281252,Fabian ORELLANA,Forward,14,1986-01-27,28,168,25,2,False
196605,Stephan LICHTSTEINER,Defender,2,1984-01-16,30,180,63,5,False
216814,Sergio RAMOS,Defender,15,1986-03-30,28,183,115,9,True
216874,Nicolas LOMBAERTS,Defender,18,1985-03-20,29,188,26,2,False
356162,Esseid BELKALEM,Defender,4,1989-01-01,25,190,13,1,False
168832,Georgios KARAGOUNIS,Midfielder,10,1977-03-06,37,176,134,10,False
199600,Jean MAKOUN,Midfielder,11,1983-05-29,31,170,67,5,False
178403,Joseph YOBO,Defender,2,1980-09-06,33,185,96,7,False
297377,Ognjen VUKOJEVIC,Midfielder,8,1983-12-20,30,184,55,4,False
278072,Jalal HOSSEINI,Defender,4,1982-02-03,32,185,83,6,True
202655,Jorge VALDIVIA,Midfielder,10,1983-10-19,30,173,56,4,False
290904,Jan VERTONGHEN,Defender,5,1987-04-24,27,189,56,4,False
197411,Mark MILLIGAN,Midfielder,5,1985-08-04,28,178,28,2,True
213124,Amirhossein SADEGHI,Defender,5,1981-09-06,32,185,14,1,True
364707,Albert ADOMAH,Midfielder,14,1987-12-13,26,162,14,1,False
303394,Carlos PENA,Midfielder,21,1990-03-29,24,176,14,1,True
306424,Tommy OAR,Midfielder,11,1991-12-10,22,170,14,1,False
269784,FABIO COENTRAO,Defender,5,1988-03-11,26,181,43,3,False
234463,John Obi MIKEL,Midfielder,10,1987-04-22,27,188,58,4,False
358013,Yohan CABAYE,Midfielder,6,1986-01-14,28,175,29,2,True
311150,Mats HUMMELS,Defender,5,1988-12-16,25,192,29,2,True
305972,Joao ROJAS,Forward,9,1989-06-14,25,173,29,2,False
216004,Vincent KOMPANY,Defender,4,1986-04-10,28,190,59,4,False
216973,Gerard PIQUE,Defender,3,1987-02-02,27,192,60,4,True
215208,Madjid BOUGUERRA,Defender,2,1982-10-07,31,189,61,4,False
294619,Kwadwo ASAMOAH,Midfielder,20,1988-12-09,25,168,61,4,False
200219,Fredy GUARIN,Midfielder,13,1986-06-30,27,187,48,3,False
3408,Mario YEPES,Defender,3,1976-01-13,38,186,97,6,False
200935,Stephane MBIA,Midfielder,17,1986-05-20,28,190,49,3,False
230114,Jorge CLAROS,Midfielder,20,1986-01-08,28,176,49,3,True
215274,Giorgio CHIELLINI,Defender,3,1984-08-14,29,192,67,4,True
268821,Giancarlo GONZALEZ,Defender,3,1988-02-08,26,192,34,2,False
295157,Hashem BEIKZADEH,Midfielder,19,1984-01-22,30,180,17,1,True
349588,Felipe GUTIERREZ,Midfielder,16,1990-10-08,23,175,17,1,False
330693,Andy NAJAR,Midfielder,17,1993-03-16,21,170,17,1,False
310048,Enoh EYONG,Midfielder,18,1986-03-23,28,180,35,2,False
268822,Jose CUBERO,Midfielder,22,1987-02-14,27,178,35,2,True
178963,Kolo TOURE,Defender,4,1981-03-19,33,183,106,6,False
297373,Vedran CORLUKA,Defender,5,1986-02-05,28,192,72,4,False
321641,Leonardo BONUCCI,Defender,19,1987-05-01,27,190,36,2,True
210212,RICARDO COSTA,Defender,13,1981-05-16,33,183,18,1,False
245156,Jose ROJAS,Defender,13,1983-06-23,30,174,18,1,True
299086,Lazaros CHRISTODOULOPOULOS,Midfielder,16,1986-12-19,27,182,18,1,False
367918,LUIZ GUSTAVO,Midfielder,17,1987-07-23,26,188,18,1,False
233703,Martin DEMICHELIS,Defender,15,1980-12-20,33,184,37,2,False
209827,Wilson PALACIOS,Midfielder,8,1984-07-29,29,181,93,5,False
275931,PEPE,Defender,3,1983-02-26,31,186,57,3,False
228936,Ignazio ABATE,Defender,7,1986-11-12,27,180,19,1,True
186787,Sergey IGNASHEVICH,Defender,4,1979-07-14,34,186,97,5,True
200262,Landry NGUEMO,Midfielder,7,1985-11-28,28,172,39,2,False
271253,Maya YOSHIDA,Defender,22,1988-08-24,25,189,40,2,False
251481,Pejman MONTAZERI,Defender,15,1983-09-06,30,186,20,1,False
233530,Marcelo DIAZ,Midfielder,21,1986-12-30,27,168,20,1,False
311148,Benedikt HOEWEDES,Defender,4,1988-02-29,26,187,20,1,True
375754,KIM Younggwon,Defender,5,1990-02-27,24,187,20,1,False
315429,Ogenyi ONAZI,Midfielder,17,1992-12-25,21,168,20,1,False
279417,Cristhian NOBOA,Midfielder,6,1985-04-09,29,181,41,2,False
267647,Uwa ECHIEJILE,Defender,3,1988-01-20,26,185,41,2,False
196748,Philipp LAHM,Midfielder,16,1983-11-11,30,170,105,5,True
207946,Souleymane BAMBA,Defender,22,1985-01-13,29,190,42,2,False
286259,Alvaro GONZALEZ,Midfielder,20,1984-10-29,29,175,42,2,False
358022,Jose CHOLEVAS,Defender,20,1984-06-27,29,184,21,1,True
313805,Heiner MORA,Defender,8,1984-06-20,29,179,21,1,True
233497,Masahiko INOHA,Defender,19,1985-08-28,28,179,21,1,True
311174,Fabian JOHNSON,Defender,23,1987-12-11,26,182,21,1,False
356409,Admir MEHMEDI,Forward,18,1991-03-16,23,183,21,1,False
183893,Jermaine JONES,Midfielder,13,1981-11-03,32,184,43,2,False
298664,Claudio MARCHISIO,Midfielder,8,1986-01-19,28,179,43,2,True
290824,Steven DEFOUR,Midfielder,16,1988-04-15,26,173,43,2,False
229439,Gonzalo JARA,Defender,18,1985-08-29,28,177,65,3,False
175689,THIAGO MOTTA,Midfielder,5,1982-08-28,31,187,22,1,False
300237,Dmitry KOMBAROV,Defender,23,1987-01-22,27,182,22,1,True
358014,Blaise MATUIDI,Midfielder,14,1987-04-09,27,175,22,1,True
299896,Domagoj VIDA,Defender,21,1989-04-29,25,184,22,1,False
289964,THIAGO SILVA,Defender,3,1984-09-22,29,182,45,2,False
291372,Yuto NAGATOMO,Defender,5,1986-09-12,27,170,69,3,False
228617,Mauricio ISLA,Defender,4,1988-06-12,26,177,46,2,False
216715,Ron VLAAR,Defender,2,1985-02-16,29,190,23,1,False
305768,Leighton BAINES,Defender,3,1984-12-11,29,172,23,1,True
229440,Jose FUENZALIDA,Midfielder,19,1985-02-22,29,170,23,1,True
339551,Brayan BECKELES,Defender,21,1985-11-28,28,186,23,1,True
200201,MIGUEL VELOSO,Midfielder,4,1986-05-11,28,181,47,2,False
216650,Gelson FERNANDES,Midfielder,16,1986-09-02,27,179,47,2,False
216627,Valon BEHRAMI,Midfielder,11,1985-04-19,29,184,48,2,False
